지역,월,일시,시간,승차,하차,전체
경기도 고양시 일산서구 송포동,1,평일,04시~05시,12 ,-,12 
경기도 고양시 일산서구 송포동,1,평일,05시~06시,82 ,30 ,112 
경기도 고양시 일산서구 송포동,1,평일,06시~07시,297 ,255 ,552 
경기도 고양시 일산서구 송포동,1,평일,07시~08시,562 ,383 ,945 
경기도 고양시 일산서구 송포동,1,평일,08시~09시,487 ,705 ,1192 
경기도 고양시 일산서구 송포동,1,평일,09시~10시,422 ,812 ,1234 
경기도 고양시 일산서구 송포동,1,평일,10시~11시,381 ,472 ,853 
경기도 고양시 일산서구 송포동,1,평일,11시~12시,329 ,418 ,747 
경기도 고양시 일산서구 송포동,1,평일,12시~13시,372 ,424 ,796 
경기도 고양시 일산서구 송포동,1,평일,13시~14시,370 ,437 ,807 
경기도 고양시 일산서구 송포동,1,평일,14시~15시,395 ,381 ,776 
경기도 고양시 일산서구 송포동,1,평일,15시~16시,463 ,432 ,895 
경기도 고양시 일산서구 송포동,1,평일,16시~17시,508 ,419 ,927 
경기도 고양시 일산서구 송포동,1,평일,17시~18시,541 ,432 ,973 
경기도 고양시 일산서구 송포동,1,평일,18시~19시,648 ,508 ,1156 
경기도 고양시 일산서구 송포동,1,평일,19시~20시,391 ,572 ,963 
경기도 고양시 일산서구 송포동,1,평일,20시~21시,399 ,421 ,820 
경기도 고양시 일산서구 송포동,1,평일,21시~22시,227 ,311 ,538 
경기도 고양시 일산서구 송포동,1,평일,22시~23시,144 ,314 ,458 
경기도 고양시 일산서구 송포동,1,평일,23시~24시,61 ,214 ,275 
경기도 고양시 일산서구 송포동,1,평일,00시~01시,17 ,80 ,97 
경기도 고양시 일산서구 송포동,1,평일,주간,5478 ,5823 ,11301 
경기도 고양시 일산서구 송포동,1,평일,전일,7108 ,8054 ,15162 
경기도 고양시 일산서구 송포동,1,주말,01시~02시,-,25 ,25 
경기도 고양시 일산서구 송포동,1,주말,02시~03시,1 ,3 ,4 
경기도 고양시 일산서구 송포동,1,주말,04시~05시,7 ,1 ,8 
경기도 고양시 일산서구 송포동,1,주말,05시~06시,48 ,41 ,89 
경기도 고양시 일산서구 송포동,1,주말,06시~07시,83 ,194 ,277 
경기도 고양시 일산서구 송포동,1,주말,07시~08시,159 ,218 ,377 
경기도 고양시 일산서구 송포동,1,주말,08시~09시,229 ,298 ,527 
경기도 고양시 일산서구 송포동,1,주말,09시~10시,305 ,590 ,895 
경기도 고양시 일산서구 송포동,1,주말,10시~11시,332 ,466 ,798 
경기도 고양시 일산서구 송포동,1,주말,11시~12시,359 ,520 ,879 
경기도 고양시 일산서구 송포동,1,주말,12시~13시,327 ,451 ,778 
경기도 고양시 일산서구 송포동,1,주말,13시~14시,338 ,450 ,788 
경기도 고양시 일산서구 송포동,1,주말,14시~15시,381 ,447 ,828 
경기도 고양시 일산서구 송포동,1,주말,15시~16시,489 ,405 ,894 
경기도 고양시 일산서구 송포동,1,주말,16시~17시,507 ,393 ,900 
경기도 고양시 일산서구 송포동,1,주말,17시~18시,599 ,370 ,969 
경기도 고양시 일산서구 송포동,1,주말,18시~19시,673 ,429 ,1102 
경기도 고양시 일산서구 송포동,1,주말,19시~20시,411 ,290 ,701 
경기도 고양시 일산서구 송포동,1,주말,20시~21시,492 ,258 ,750 
경기도 고양시 일산서구 송포동,1,주말,21시~22시,356 ,263 ,619 
경기도 고양시 일산서구 송포동,1,주말,22시~23시,171 ,248 ,419 
경기도 고양시 일산서구 송포동,1,주말,23시~24시,98 ,215 ,313 
경기도 고양시 일산서구 송포동,1,주말,00시~01시,13 ,97 ,110 
경기도 고양시 일산서구 송포동,1,주말,주간,4698 ,5037 ,9735 
경기도 고양시 일산서구 송포동,1,주말,전일,6378 ,6672 ,13050 
경기도 고양시 일산서구 송산동,1,평일,01시~02시,-,28 ,28 
경기도 고양시 일산서구 송산동,1,평일,02시~03시,-,1 ,1 
경기도 고양시 일산서구 송산동,1,평일,04시~05시,9 ,-,9 
경기도 고양시 일산서구 송산동,1,평일,05시~06시,169 ,38 ,207 
경기도 고양시 일산서구 송산동,1,평일,06시~07시,564 ,151 ,715 
경기도 고양시 일산서구 송산동,1,평일,07시~08시,999 ,420 ,1419 
경기도 고양시 일산서구 송산동,1,평일,08시~09시,1024 ,727 ,1751 
경기도 고양시 일산서구 송산동,1,평일,09시~10시,814 ,436 ,1250 
경기도 고양시 일산서구 송산동,1,평일,10시~11시,606 ,395 ,1001 
경기도 고양시 일산서구 송산동,1,평일,11시~12시,566 ,312 ,878 
경기도 고양시 일산서구 송산동,1,평일,12시~13시,579 ,436 ,1015 
경기도 고양시 일산서구 송산동,1,평일,13시~14시,686 ,462 ,1148 
경기도 고양시 일산서구 송산동,1,평일,14시~15시,539 ,458 ,997 
경기도 고양시 일산서구 송산동,1,평일,15시~16시,564 ,510 ,1074 
경기도 고양시 일산서구 송산동,1,평일,16시~17시,604 ,611 ,1215 
경기도 고양시 일산서구 송산동,1,평일,17시~18시,679 ,677 ,1356 
경기도 고양시 일산서구 송산동,1,평일,18시~19시,757 ,866 ,1623 
경기도 고양시 일산서구 송산동,1,평일,19시~20시,460 ,868 ,1328 
경기도 고양시 일산서구 송산동,1,평일,20시~21시,266 ,664 ,930 
경기도 고양시 일산서구 송산동,1,평일,21시~22시,258 ,614 ,872 
경기도 고양시 일산서구 송산동,1,평일,22시~23시,235 ,607 ,842 
경기도 고양시 일산서구 송산동,1,평일,23시~24시,125 ,414 ,539 
경기도 고양시 일산서구 송산동,1,평일,00시~01시,36 ,150 ,186 
경기도 고양시 일산서구 송산동,1,평일,주간,8417 ,6310 ,14727 
경기도 고양시 일산서구 송산동,1,평일,전일,10539 ,9845 ,20384 
경기도 고양시 일산서구 송산동,1,주말,01시~02시,1 ,24 ,25 
경기도 고양시 일산서구 송산동,1,주말,02시~03시,-,2 ,2 
경기도 고양시 일산서구 송산동,1,주말,04시~05시,3 ,-,3 
경기도 고양시 일산서구 송산동,1,주말,05시~06시,98 ,28 ,126 
경기도 고양시 일산서구 송산동,1,주말,06시~07시,163 ,112 ,275 
경기도 고양시 일산서구 송산동,1,주말,07시~08시,318 ,214 ,532 
경기도 고양시 일산서구 송산동,1,주말,08시~09시,454 ,292 ,746 
경기도 고양시 일산서구 송산동,1,주말,09시~10시,587 ,337 ,924 
경기도 고양시 일산서구 송산동,1,주말,10시~11시,622 ,302 ,924 
경기도 고양시 일산서구 송산동,1,주말,11시~12시,603 ,317 ,920 
경기도 고양시 일산서구 송산동,1,주말,12시~13시,623 ,375 ,998 
경기도 고양시 일산서구 송산동,1,주말,13시~14시,648 ,357 ,1005 
경기도 고양시 일산서구 송산동,1,주말,14시~15시,601 ,407 ,1008 
경기도 고양시 일산서구 송산동,1,주말,15시~16시,512 ,407 ,919 
경기도 고양시 일산서구 송산동,1,주말,16시~17시,560 ,506 ,1066 
경기도 고양시 일산서구 송산동,1,주말,17시~18시,549 ,575 ,1124 
경기도 고양시 일산서구 송산동,1,주말,18시~19시,442 ,615 ,1057 
경기도 고양시 일산서구 송산동,1,주말,19시~20시,300 ,500 ,800 
경기도 고양시 일산서구 송산동,1,주말,20시~21시,279 ,454 ,733 
경기도 고양시 일산서구 송산동,1,주말,21시~22시,293 ,482 ,775 
경기도 고양시 일산서구 송산동,1,주말,22시~23시,202 ,490 ,692 
경기도 고양시 일산서구 송산동,1,주말,23시~24시,99 ,353 ,452 
경기도 고양시 일산서구 송산동,1,주말,00시~01시,26 ,139 ,165 
경기도 고양시 일산서구 송산동,1,주말,주간,6519 ,4704 ,11223 
경기도 고양시 일산서구 송산동,1,주말,전일,7983 ,7288 ,15271 
