시설번호,놀이시설명,우편번호,주 소,설치일자,설치장소,운영구분,지역분류,민공구분
16586,소만마을1단지부영아파트104동어린이놀이터,10532,"경기도 고양시 덕양구 충경로 149 (행신동, 소만마을1단지아파트)",1995-12-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16587,소만마을1단지부영아파트106동어린이놀이터,10532,"경기도 고양시 덕양구 충경로 149 (행신동, 소만마을1단지아파트)",1995-12-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16588,소만마을 2단지 신안아파트,10531,경기도 고양시 덕양구 충경로 142 (행신동，소만마을2단지아파트),1996-03-15,주택단지,운영,경기 고양시 덕양구 행신동,민간
16589,소만마을 5단지 어린이 놀이시설 2,10531,"경기도 고양시 덕양구 소원로181번길 15 (행신동, 소만마을5단지아파트)",1994-10-31,주택단지,운영,경기 고양시 덕양구 행신동,민간
16590,소만마을 6단지 어린이 놀이시설 7,10530,경기 고양시 덕양구 행신동785,1994-05-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16591,소만마을10단지 1003동 어린이놀이터,10532,"경기도 고양시 덕양구 충경로 135 (행신동, 소만마을10단지아파트)",1994-10-31,주택단지,운영,경기 고양시 덕양구 행신동,민간
16592,소만마을10단지 1005동 어린이놀이터,10532,"경기도 고양시 덕양구 충경로 135 (행신동, 소만마을10단지아파트)",1994-10-31,주택단지,운영,경기 고양시 덕양구 행신동,민간
16593,신원당마을 1단지 어린이 놀이시설,10468,"경기도 고양시 덕양구 고양대로1384번길 19-23 (성사동, 어울림마을1단지아파트)",1992-10-09,주택단지,운영,경기 고양시 덕양구 성사동,민간
16594,신원당마을 2단지 어린이 놀이시설 2,10468,"경기도 고양시 덕양구 고양대로1384번길 29 (성사동, 어울림마을2단지아파트)",2007-02-01,주택단지,운영,경기 고양시 덕양구 성사동,민간
16596,신원당마을6단지태영아파트(605동),10469,"경기도 고양시 덕양구 호국로742번길 38 (성사동, 어울림마을6단지아파트)",1993-10-20,주택단지,운영,경기 고양시 덕양구 성사동,민간
16597,신원당마을 7단지 어린이 놀이시설,10468,경기 고양시 덕양구 성사동727,1993-10-20,주택단지,운영,경기 고양시 덕양구 성사동,민간
16599,신원당마을 9단지 어린이 놀이시설 2,10468,"경기도 고양시 덕양구 고양대로1384번길 30 (성사동, 어울림마을9단지아파트)",1993-06-14,주택단지,운영,경기 고양시 덕양구 성사동,민간
16600,신원당마을 9단지 어린이 놀이시설 1,10468,"경기도 고양시 덕양구 고양대로1384번길 30 (성사동, 어울림마을9단지아파트)",1993-06-14,주택단지,운영,경기 고양시 덕양구 성사동,민간
16601,옥빛마을 12단지 어린이 놀이시설 2,10499,"경기도 고양시 덕양구 백양로 84 (화정동, 옥빛마을12단지아파트)",2006-10-30,주택단지,운영,경기 고양시 덕양구 화정동,민간
16602,옥빛마을 12단지 어린이 놀이시설 1,10499,"경기도 고양시 덕양구 백양로 84 (화정동, 옥빛마을12단지아파트)",2006-10-30,주택단지,운영,경기 고양시 덕양구 화정동,민간
16603,옥빛마을13단지 일신건영아파트,10499,"경기도 고양시 덕양구 백양로 64 (화정동, 옥빛마을13단지아파트)",1995-10-31,주택단지,운영,경기 고양시 덕양구 화정동,민간
16604,은빛마을 5단지 어린이 놀이시설 5,10474,"경기도 고양시 덕양구 화중로 164 (화정동, 은빛마을5단지아파트)",1995-04-17,주택단지,운영,경기 고양시 덕양구 화정동,민간
16605,은빛마을 5단지 어린이 놀이시설 4,10474,"경기도 고양시 덕양구 화중로 164 (화정동, 은빛마을5단지아파트)",1995-05-17,주택단지,운영,경기 고양시 덕양구 화정동,민간
16606,은빛마을 5단지 어린이 놀이시설 3,10474,"경기도 고양시 덕양구 화중로 164 (화정동, 은빛마을5단지아파트)",1995-07-13,주택단지,운영,경기 고양시 덕양구 화정동,민간
16608,은빛마을 5단지 어린이 놀이시설 2,10474,"경기도 고양시 덕양구 화중로 164 (화정동, 은빛마을5단지아파트)",1995-05-17,주택단지,운영,경기 고양시 덕양구 화정동,민간
16609,은빛마을 5단지 어린이 놀이시설 1,10474,"경기도 고양시 덕양구 화중로 164 (화정동, 은빛마을5단지아파트)",1995-07-13,주택단지,운영,경기 고양시 덕양구 화정동,민간
16610,은빛마을6단지 605동옆 어린이놀이터,10496,"경기도 고양시 덕양구 화정로 29 (화정동, 은빛마을6단지)",1996-04-17,주택단지,운영,경기 고양시 덕양구 화정동,민간
16611,은빛마을6단지 중앙 어린이놀이터,10496,"경기도 고양시 덕양구 화정로 27 (화정동, 은빛마을6단지아파트)",1996-04-17,주택단지,운영,경기 고양시 덕양구 화정동,민간
16612,은빛마을6단지 607동 옆 어린이놀이터,10496,"경기도 고양시 덕양구 화정로 27 (화정동, 은빛마을6단지아파트)",1996-04-17,주택단지,운영,경기 고양시 덕양구 화정동,민간
16613,은빛마을6단지 614동옆 어린이놀이터,10496,"경기도 고양시 덕양구 화정로 27 (화정동, 은빛마을6단지아파트)",1996-04-17,주택단지,운영,경기 고양시 덕양구 화정동,민간
16614,은빛마을6단지 619동 옆 어린이놀이터,10496,"경기도 고양시 덕양구 화정로 27 (화정동, 은빛마을6단지아파트)",1996-04-17,주택단지,운영,경기 고양시 덕양구 화정동,민간
16615,푸른마을 2단지 어린이 놀이시설,10270,"경기도 고양시 덕양구 푸른마을로 16 (고양동, 푸른마을2단지아파트)",2004-09-01,주택단지,운영,경기 고양시 덕양구 고양동,민간
16616,푸른마을3단지 동익미라벨아파트 304동,10270,"경기도 고양시 덕양구 푸른마을로 15 (고양동, 푸른마을3단지아파트)",2004-06-30,주택단지,운영,경기 고양시 덕양구 고양동,민간
16617,푸른마을 4단지 어린이 놀이시설,10270,경기도 고양시 덕양구 푸른마을로 52 (고양동),2008-09-01,주택단지,운영,경기 고양시 덕양구 고양동,민간
16618,푸른마을 5단지 508동 놀이시설,10270,경기 고양시 덕양구 고양동730,2007-02-25,주택단지,운영,경기 고양시 덕양구 고양동,민간
16619,푸른마을 5단지 501동 어린이 놀이시설,10270,경기 고양시 덕양구 고양동730,2007-02-25,주택단지,운영,경기 고양시 덕양구 고양동,민간
16620,푸른마을 6단지 어린이 놀이시설,10270,경기 고양시 덕양구 고양동724,2007-04-08,주택단지,운영,경기 고양시 덕양구 고양동,민간
16624,햇빛마을 22단지 어린이 놀이시설,10495,경기 고양시 덕양구 행신동946,1996-06-23,주택단지,운영,경기 고양시 덕양구 행신동,민간
16625,고양 삼성아파트 어린이 놀이시설 2,10275,경기 고양시 덕양구 고양동197,1998-11-01,주택단지,운영,경기 고양시 덕양구 고양동,민간
16626,고양 삼성아파트 어린이 놀이시설 1,10275,경기 고양시 덕양구 고양동197,1998-11-01,주택단지,운영,경기 고양시 덕양구 고양동,민간
16627,고양 윤창아파트 어린이 놀이시설 1,10273,경기 고양시 덕양구 고양동414-17,1997-08-01,주택단지,운영,경기 고양시 덕양구 고양동,민간
16628,고양 청구아파트 어린이 놀이시설 2,10273,경기 고양시 덕양구 고양동399,1997-10-31,주택단지,운영,경기 고양시 덕양구 고양동,민간
16629,고양 청구아파트 어린이 놀이시설 1,10273,경기 고양시 덕양구 고양동399,1997-10-31,주택단지,운영,경기 고양시 덕양구 고양동,민간
16630,새서울 아파트 어린이 놀이시설,10285,"경기도 고양시 덕양구 통일로754번길 16 (관산동, 새서울아파트)",1998-07-01,주택단지,운영,경기 고양시 덕양구 관산동,민간
16631,유승아파트 어린이 놀이시설 2,10285,경기 고양시 덕양구 관산동126,2000-04-29,주택단지,운영,경기 고양시 덕양구 관산동,민간
16632,유승아파트 어린이 놀이시설 1,10285,경기 고양시 덕양구 관산동126,2000-04-29,주택단지,운영,경기 고양시 덕양구 관산동,민간
16633,관산 주공그린빌 어린이 놀이시설 5,10286,"경기도 고양시 덕양구 통일로802번길 69 (관산동, 주공그린빌아파트)",2003-10-20,주택단지,운영,경기 고양시 덕양구 관산동,민간
16634,관산 주공그린빌 어린이 놀이시설 4,10286,"경기도 고양시 덕양구 통일로802번길 69 (관산동, 주공그린빌아파트)",2003-10-20,주택단지,운영,경기 고양시 덕양구 관산동,민간
16635,관산 주공그린빌 어린이 놀이시설 3,10286,"경기도 고양시 덕양구 통일로802번길 69 (관산동, 주공그린빌아파트)",2003-10-20,주택단지,운영,경기 고양시 덕양구 관산동,민간
16636,관산 주공그린빌 어린이 놀이시설 2,10286,"경기도 고양시 덕양구 통일로802번길 69 (관산동, 주공그린빌아파트)",2003-10-20,주택단지,운영,경기 고양시 덕양구 관산동,민간
16637,관산 주공그린빌 어린이 놀이시설 1,10286,"경기도 고양시 덕양구 통일로802번길 69 (관산동, 주공그린빌아파트)",2003-10-20,주택단지,운영,경기 고양시 덕양구 관산동,민간
16638,금강 KCC 101동 놀이시설 2,10507,경기 고양시 덕양구 토당동80,2004-06-01,주택단지,운영,경기 고양시 덕양구 토당동,민간
16639,금강 KCC 103 놀이시설 1,10507,경기 고양시 덕양구 토당동80,2004-06-01,주택단지,운영,경기 고양시 덕양구 토당동,민간
16640,내안애양우 어린이 놀이시설,10506,경기 고양시 덕양구 토당동250,2005-05-02,주택단지,운영,경기 고양시 덕양구 토당동,민간
16641,능곡장미8차@ 어린이 놀이시설,10515,고양시 덕양구 토당동 873,1993-08-28,주택단지,운영,경기 고양시 덕양구 토당동,민간
16644,능곡 현대2차 홈타운 어린이 놀이시설 1,10508,경기 고양시 덕양구 토당동53-44,2002-10-25,주택단지,운영,경기 고양시 덕양구 토당동,민간
16645,능곡 삼윤아파트 놀이시설,10515,경기 고양시 덕양구 토당동879,1991-11-30,주택단지,운영,경기 고양시 덕양구 토당동,민간
16646,우방유쉘 어린이 놀이시설 2,10275,"경기도 고양시 덕양구 읍내로 25 (고양동, 우방유쉘아파트)",2007-06-13,주택단지,운영,경기 고양시 덕양구 고양동,민간
16647,우방유쉘 어린이 놀이시설 1,10275,"경기도 고양시 덕양구 읍내로 25 (고양동, 우방유쉘아파트)",2007-06-13,주택단지,운영,경기 고양시 덕양구 고양동,민간
16648,능곡풍림아이원 어린이 놀이시설 2,10507,"경기도 고양시 덕양구 지도로103번길 48 (토당동, 풍림아이원아파트)",2002-08-31,주택단지,운영,경기 고양시 덕양구 토당동,민간
16649,능곡풍림아이원 어린이 놀이시설 1,10507,"경기도 고양시 덕양구 지도로103번길 48 (토당동, 풍림아이원아파트)",2002-08-31,주택단지,운영,경기 고양시 덕양구 토당동,민간
16650,주교 벽산아파트 어린이 놀이시설,10297,"경기도 고양시 덕양구 마상로57번길 58 (주교동, 벽산아파트)",1999-11-30,주택단지,운영,경기 고양시 덕양구 주교동,민간
16651,주교 우림아파트 어린이 놀이시설,10298,경기 고양시 덕양구 주교동555,2004-01-16,주택단지,운영,경기 고양시 덕양구 주교동,민간
16652,주교 우인아파트 어린이 놀이시설,10297,"경기도 고양시 덕양구 마상로57번길 114 (주교동, 우인아크리움빌아파트)",2005-05-17,주택단지,운영,경기 고양시 덕양구 주교동,민간
16654,한라비발디 리버아파트 어린이 놀이시설1,10509,경기 고양시 덕양구 토당동298,2012-12-20,주택단지,운영,경기 고양시 덕양구 토당동,민간
16655,행신 sk view 1차 어린이 놀이시설 (관리동 앞),10517,경기 고양시 덕양구 행신동621,2005-04-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16656,행신 sk view 1차 어린이 놀이시설 (기린),10517,경기 고양시 덕양구 행신동621,2005-04-01,주택단지,운영,경기 고양시 덕양구 행신동,민간
16657,행신 벽산아파트 어린이 놀이시설,10516,경기 고양시 덕양구 행신동653-38,2000-01-20,주택단지,운영,경기 고양시 덕양구 행신동,민간
16658,행신 윤창아파트 어린이 놀이시설 2,10517,"경기도 고양시 덕양구 충장로103번길 49 (행신동, 윤창아파트)",1996-06-20,주택단지,운영,경기 고양시 덕양구 행신동,민간
16659,행신 윤창아파트 어린이 놀이시설 1,10517,"경기도 고양시 덕양구 충장로103번길 49 (행신동, 윤창아파트)",1996-06-20,주택단지,운영,경기 고양시 덕양구 행신동,민간
16660,흰돌마을6단지 라이프아파트 놀이터,10420,"경기도 고양시 일산동구 강송로125번길 52 (백석동, 흰돌마을6단지라이프타운)",1993-09-30,주택단지,운영,경기 고양시 일산동구 백석동,민간
16663,밤가시마을8단지 건영빌라 놀이터,10406,"경기도 고양시 일산동구 산두로 156 (정발산동, 밤가시건영빌라8단지)",1995-01-01,주택단지,운영,경기 고양시 일산동구 정발산동,민간
16664,청원네이처빌 청원아파트 어린이 놀이터,10251,경기 고양시 일산동구 성석동1077,2004-01-01,주택단지,운영,경기 고양시 일산동구 성석동,민간
